Date,Open,High,Low,Close,Volume
03/15/2023,"39.76","40.53","39.46","40.28","25,498,381"
03/14/2023,"40.05","40.15","39.52","39.90","24,583,600"
03/13/2023,"39.26","40.51","39.26","39.86","35,299,379"
03/10/2023,"39.29","39.93","39.23","39.39","26,328,100"
03/09/2023,"40.41","40.57","39.31","39.46","18,585,100"
03/08/2023,"40.32","40.57","39.91","40.12","16,756,131"
03/07/2023,"41.06","41.13","40.10","40.34","23,205,789"
03/06/2023,"41.09","41.26","40.82","41.11","19,434,760"
03/03/2023,"40.91","41.18","40.74","41.15","20,922,029"
03/02/2023,"40.06","40.78","39.81","40.62","19,112,801"
03/01/2023,"40.56","40.76","40.14","40.18","21,104,420"
02/28/2023,"40.50","40.71","40.09","40.57","31,086,881"
02/27/2023,"41.44","41.73","40.73","40.78","26,370,311"
02/24/2023,"42.03","42.05","41.51","41.75","16,806,100"
02/23/2023,"42.29","42.75","42.22","42.30","21,104,330"
02/22/2023,"42.72","42.89","42.31","42.38","17,394,199"
02/21/2023,"42.81","42.93","42.62","42.70","17,356,570"
02/17/2023,"42.89","43.37","42.58","43.21","18,293,449"
02/16/2023,"43.15","43.18","42.77","42.95","17,832,039"
02/15/2023,"43.42","43.61","43.11","43.32","18,999,279"
02/14/2023,"44.09","44.20","43.58","43.72","17,506,900"
02/13/2023,"43.68","44.01","43.51","43.99","17,878,020"
02/10/2023,"43.50","43.98","43.26","43.88","18,619,570"
02/09/2023,"44.12","44.33","43.24","43.34","20,809,250"
02/08/2023,"43.55","44.10","43.53","43.98","19,362,311"
02/07/2023,"43.82","43.90","43.25","43.59","22,999,449"
02/06/2023,"44.19","44.30","43.73","43.76","18,071,240"
02/03/2023,"44.36","44.39","43.88","44.06","23,741,990"
02/02/2023,"43.63","44.46","43.50","44.34","35,279,246"
02/01/2023,"43.91","44.18","43.41","43.97","24,482,320"
01/31/2023,"43.00","44.28","42.70","44.16","49,722,473"
01/30/2023,"43.79","44.14","43.40","43.55","24,402,230"
01/27/2023,"44.22","44.34","43.78","43.79","23,798,609"
01/26/2023,"44.20","44.30","43.61","44.25","38,465,461"
01/25/2023,"45.03","45.11","44.59","45.07","20,827,990"
01/24/2023,"44.92","44.95","44.15","44.71","18,853,131"
01/23/2023,"45.04","45.32","44.82","44.98","19,398,551"
01/20/2023,"45.28","45.43","44.73","45.11","25,197,561"
01/19/2023,"44.72","45.27","44.64","44.96","26,614,859"
01/18/2023,"45.55","45.85","44.97","45.00","33,834,992"
01/17/2023,"46.54","46.74","45.71","46.08","29,391,410"
01/13/2023,"47.50","48.16","47.49","47.85","18,737,551"
01/12/2023,"47.27","47.72","46.58","47.71","23,345,250"
01/11/2023,"47.70","47.74","46.86","47.45","23,022,230"
01/10/2023,"48.35","48.47","47.38","47.62","29,212,000"
01/09/2023,"50.05","50.26","48.31","48.39","30,839,131"
01/06/2023,"49.98","51.60","49.56","50.92","29,635,949"
01/05/2023,"49.73","49.99","48.92","49.66","20,057,410"
01/04/2023,"50.29","50.63","49.52","50.13","21,808,430"
01/03/2023,"51.01","51.33","50.82","51.26","15,603,790"
12/30/2022,"51.29","51.40","50.75","51.24","11,396,190"
12/29/2022,"51.02","51.67","50.99","51.33","8,971,290"
12/28/2022,"51.05","51.39","50.75","50.80","10,053,920"
12/27/2022,"51.86","51.93","51.05","51.13","12,033,760"
12/23/2022,"51.56","51.95","51.24","51.83","10,666,540"
12/22/2022,"51.41","51.70","50.95","51.64","14,824,090"
12/21/2022,"51.61","52.16","51.20","51.66","12,925,030"
12/20/2022,"51.21","51.51","50.84","51.32","12,433,840"
12/19/2022,"51.52","51.81","50.70","51.36","16,081,890"
12/16/2022,"53.01","53.14","51.40","51.40","65,689,484"
12/15/2022,"54.07","54.43","53.40","53.61","21,630,301"
12/14/2022,"53.14","54.93","52.90","54.48","36,260,312"
12/13/2022,"53.10","54.04","52.88","53.07","29,461,760"
12/12/2022,"52.12","52.59","51.75","52.16","18,532,230"
12/09/2022,"51.75","52.84","51.63","51.72","19,933,539"
12/08/2022,"50.18","51.87","50.02","51.78","26,116,789"
12/07/2022,"49.75","51.15","49.75","50.24","15,929,940"
12/06/2022,"50.67","50.85","49.18","49.71","21,787,070"
12/05/2022,"50.91","51.03","50.35","50.73","17,959,789"
12/02/2022,"50.56","51.33","50.48","50.91","16,881,641"
12/01/2022,"50.31","51.16","50.28","51.08","23,592,590"
11/30/2022,"49.64","50.13","49.04","50.13","35,572,672"
11/29/2022,"49.50","49.67","49.10","49.49","17,160,869"
11/28/2022,"49.18","49.74","49.06","49.57","20,704,900"
11/25/2022,"48.93","49.22","48.84","49.21","6,760,162"
11/23/2022,"48.96","49.22","48.52","48.85","10,710,790"
11/22/2022,"48.34","49.25","48.24","49.08","16,358,550"
11/21/2022,"48.10","48.28","47.72","48.18","14,735,970"
11/18/2022,"48.64","48.83","47.87","48.23","20,666,480"
11/17/2022,"47.80","48.50","47.53","48.33","13,237,450"
11/16/2022,"48.80","49.06","48.05","48.05","15,822,200"
11/15/2022,"49.34","49.53","48.18","48.57","25,440,490"
11/14/2022,"47.99","49.82","47.93","49.24","25,876,170"
11/11/2022,"47.07","47.70","46.31","47.60","20,909,840"
11/10/2022,"47.53","47.75","46.85","47.38","20,480,619"
11/09/2022,"47.16","47.50","46.70","46.72","15,348,090"
11/08/2022,"47.04","47.75","46.75","47.35","18,054,520"
11/07/2022,"47.16","47.65","46.75","47.09","20,304,410"
11/04/2022,"47.47","47.54","46.61","47.22","24,528,471"
11/03/2022,"46.36","46.80","46.16","46.57","20,124,631"
11/02/2022,"47.77","48.17","46.95","47.07","25,813,070"
11/01/2022,"48.00","48.42","47.40","48.01","30,614,539"
10/31/2022,"47.08","47.39","46.54","46.55","29,961,711"
10/28/2022,"45.98","47.52","45.93","47.43","27,854,039"
10/27/2022,"45.81","46.11","45.68","45.74","20,377,730"
10/26/2022,"45.92","46.65","45.62","46.06","21,413,029"
10/25/2022,"45.27","45.82","44.89","45.59","23,126,980"
10/24/2022,"45.08","45.87","44.99","45.54","24,971,990"
10/21/2022,"43.31","45.16","42.99","44.95","36,575,711"
10/20/2022,"43.27","43.41","42.82","42.91","17,714,961"
10/19/2022,"43.91","44.07","42.74","43.11","23,054,689"
10/18/2022,"44.05","44.36","43.62","44.09","18,442,760"
10/17/2022,"43.19","43.81","43.19","43.65","16,678,400"
10/14/2022,"42.89","43.38","42.36","42.86","16,983,570"
10/13/2022,"41.76","43.16","41.70","42.98","23,135,230"
10/12/2022,"42.09","43.14","41.92","42.03","18,803,631"
10/11/2022,"41.66","42.57","41.45","41.92","20,981,150"
10/10/2022,"42.35","42.62","41.75","41.75","17,888,000"
10/07/2022,"43.05","43.05","41.92","42.32","20,095,010"
10/06/2022,"43.76","43.78","43.04","43.09","22,068,160"
10/05/2022,"44.12","44.37","43.68","44.12","15,673,440"
10/04/2022,"44.25","44.84","44.09","44.46","28,198,850"
10/03/2022,"44.07","44.28","43.49","44.14","22,834,279"
09/30/2022,"44.17","44.61","43.73","43.76","22,962,289"
09/29/2022,"44.41","44.62","43.95","44.16","13,559,860"
09/28/2022,"44.67","44.81","44.22","44.43","16,532,561"
09/27/2022,"44.22","44.58","43.74","44.09","21,562,670"
09/26/2022,"43.81","44.33","43.67","43.83","18,680,221"
09/23/2022,"44.44","44.56","43.58","44.08","18,871,670"
09/22/2022,"43.67","45.00","43.52","44.57","18,508,100"
09/21/2022,"44.81","44.98","43.90","43.92","17,505,211"
09/20/2022,"45.00","45.27","44.44","44.77","15,369,000"
09/19/2022,"45.68","45.88","44.78","45.44","16,256,160"
09/16/2022,"46.09","46.62","45.64","46.03","30,629,510"
09/15/2022,"46.11","46.29","45.70","45.94","15,801,970"
09/14/2022,"46.20","46.41","45.78","46.15","17,162,510"
09/13/2022,"47.13","47.32","46.02","46.19","16,603,180"
09/12/2022,"48.08","48.35","47.69","47.76","13,744,800"
09/09/2022,"47.20","47.99","47.10","47.84","17,509,279"
09/08/2022,"46.02","47.12","45.87","47.08","18,271,039"
09/07/2022,"45.70","46.21","45.38","46.13","15,378,910"
09/06/2022,"45.96","46.44","45.53","45.76","17,153,471"
09/02/2022,"46.74","46.80","45.53","45.70","14,667,690"
09/01/2022,"45.14","46.65","45.14","46.63","19,947,619"
08/31/2022,"46.01","46.29","45.13","45.23","26,416,770"
08/30/2022,"46.34","46.35","45.80","45.85","16,303,020"
08/29/2022,"46.38","46.69","46.12","46.23","13,400,450"
08/26/2022,"47.62","47.96","46.70","46.82","16,546,730"
08/25/2022,"47.52","47.95","47.27","47.90","14,460,000"
08/24/2022,"47.90","48.01","47.38","47.43","15,551,470"
08/23/2022,"48.42","48.52","47.76","48.01","16,248,860"
08/22/2022,"49.21","49.40","48.74","48.90","13,601,210"
08/19/2022,"48.84","49.45","48.73","49.15","15,350,200"
08/18/2022,"49.39","49.52","48.38","48.58","18,916,320"
08/17/2022,"49.65","49.86","49.25","49.27","13,607,170"
08/16/2022,"49.38","50.18","49.36","49.86","12,874,770"
08/15/2022,"49.97","50.07","49.39","49.75","15,797,760"
08/12/2022,"48.55","50.39","48.55","50.11","25,835,471"
08/11/2022,"48.22","49.13","47.81","48.29","44,048,793"
08/10/2022,"49.93","50.05","49.38","49.95","17,355,141"
08/09/2022,"49.75","50.11","49.52","49.78","12,095,590"
08/08/2022,"49.39","49.81","48.94","49.57","16,077,440"
08/05/2022,"49.64","49.97","49.06","49.27","16,376,600"
08/04/2022,"49.90","50.05","49.21","49.86","17,026,270"
08/03/2022,"49.79","50.07","49.34","49.86","16,500,080"
08/02/2022,"50.90","51.47","49.63","49.69","17,802,020"
08/01/2022,"50.32","51.30","50.15","50.61","19,709,859"
07/29/2022,"50.56","50.71","49.28","50.51","25,037,900"
07/28/2022,"50.85","52.33","49.10","50.72","38,984,887"
07/27/2022,"51.94","52.25","51.19","51.95","19,203,520"
07/26/2022,"51.84","52.85","51.71","52.30","16,632,510"
07/25/2022,"51.34","51.88","51.34","51.77","12,995,820"
07/22/2022,"51.26","51.53","50.95","51.23","10,932,120"
07/21/2022,"50.57","51.14","50.18","51.12","15,103,830"
07/20/2022,"51.39","51.46","50.51","50.82","12,774,400"
07/19/2022,"51.04","51.51","50.61","51.37","13,402,110"
07/18/2022,"51.96","51.97","50.52","50.75","15,742,860"
07/15/2022,"51.04","51.91","50.43","51.75","19,885,711"
07/14/2022,"50.75","51.59","50.63","51.39","14,023,840"
07/13/2022,"51.86","52.31","51.51","51.79","12,927,320"
07/12/2022,"52.69","52.78","51.71","52.04","14,633,530"
07/11/2022,"53.00","53.74","52.75","52.89","12,924,940"
07/08/2022,"53.05","53.92","52.76","53.17","11,322,700"
07/07/2022,"52.95","53.54","52.79","53.42","17,847,631"
07/06/2022,"51.64","52.96","51.58","52.75","21,305,529"
07/05/2022,"51.75","51.89","50.40","51.64","18,407,850"
07/01/2022,"52.04","52.37","51.25","52.31","16,143,270"
06/30/2022,"51.69","52.89","51.09","52.43","33,495,730"
06/29/2022,"50.73","51.44","50.66","50.94","13,925,670"
06/28/2022,"51.83","51.97","50.41","50.66","16,458,770"
06/27/2022,"51.48","52.23","51.26","51.88","16,154,270"
06/24/2022,"50.65","51.64","50.30","51.59","24,343,180"
